user_id,comment,rating,timestamp,image_count,is_purchased,product_id,shop_id,h1_content,h2_duplicate,h3_burst,h4_semantic,is_suspicious,char_length,word_count
32c5f9a9ab7bf51986bc859e9a81e9d728dfc28fe758833dc457074f1e28c866,"Đúng với mô tả:đúng Màu sắc:xanh & đen Chất liệu:vải thoáng khí Quá tuyệt vời, chất liệu thoáng, thấm hút tốt & bay hơi cũng tốt ! Rất thoải mái khi tập thể dục cường độ cao ! Giá cũng mềm, săn sale còn có 79k/ áo thôi ! Quá xịn rồi !",5,2023-07-01 18:50:50,3,True,10280321597,24710134,0,0,0,0,0,234,53
2315bcb79ea83e91eb31627e4a5d56af3e5840cd3d52303f76938c515ee5912f,"Đúng với mô tả:tốt Chất lượng sản phẩm:tốt Mỏng, nhẹ, nhanh khô Co giãn, thoải mái Màu nâu bên ngoài nhạt hơn trên ảnh 1m75 67kg Đóng gói cẩn thận Giao hàng nhanh",5,2025-01-04 11:02:25,4,True,10280321597,24710134,0,0,0,0,0,162,33
2315bcb79ea83e91eb31627e4a5d56af3e5840cd3d52303f76938c515ee5912f,"Chất lượng sản phẩm:rất tốt Áo đẹp, màu đẹp Nhẹ, thoáng, nhanh khô 1m75 66kg size M ôm đẹp, L thoải mái Đóng gói và giao hàng rất nhanh",5,2024-08-17 11:06:13,5,True,10280321597,24710134,0,0,0,0,0,135,29
2315bcb79ea83e91eb31627e4a5d56af3e5840cd3d52303f76938c515ee5912f,"Đúng với mô tả:tốt Chất lượng sản phẩm:tốt Mỏng, mát, thoáng, nhanh khô 1m75 66kg size S ôm sát, M L thoải mái Đóng gói cẩn thận, giao hàng rất nhanh",5,2024-08-02 11:59:17,5,True,10280321597,24710134,0,0,0,0,0,149,31
dc5e001d87186723088ea509177535e69107f1cf2b5644e42404a3ccbc3a0dc1,"Chất liệu:vải lưới nhỏ, thoáng khí Màu sắc:xanh nary Đúng với mô tả:đúng là thấm hút nhanh và cũng thoáng khí mau khô Hợp với hoạt động thể thao và là chiếc áo mỏng nhẹ dành cho những người hay bị nóng",5,2022-05-28 10:51:12,2,True,10280321597,24710134,0,0,0,0,0,201,42
f885486772e8d3b27e8b05ff50775d22d38544f49c0be64c4f9977b11bde3823,"Chất liệu:49% polyester 51% recycle Đúng với mô tả:good Màu sắc:4 màu 310k 4 cái, 1 cái 77k, giá ok ,chất liệu vải vừa, ko mỏng quá cũg ko dày, vải này mặc thoág mát, co giản, chủ yêu mua để mặc đi ngủ, mặc ở nhà hoặc chơi thể thao, đường chỉ may đẹp ko chỉ thừa hay bụi vải, phần cổ áo có may thêm đường vải rất êm,cao m7 nặng 64kg. lúc đầu cũg hơi lăn tăn tuy nhiên rất hài lòg với SP ,cũg mua nhìu ở coolmate rồi, rất tuyệt sẽ mua tiếp",5,2023-10-17 12:31:51,5,True,10280321597,24710134,0,0,0,0,0,438,98
aa70200610ad49e2fb1ab45f0cedb9e1cfadec28980f8362743aef990b8a3420,"Đúng với mô tả:đúng Chất lượng sản phẩm:good for the price Áo phông chất vải mềm mại, mát và co giãn tốt. Form áo vừa vặn, đường may chắc chắn. Mặc lên rất thoải mái và đẹp, đáng mua!",5,2025-04-09 21:51:03,3,True,10280321597,24710134,0,0,0,0,0,183,39
2315bcb79ea83e91eb31627e4a5d56af3e5840cd3d52303f76938c515ee5912f,"Chất lượng sản phẩm:tốt 176 66kg size L vừa, size M ôm đẹp Thoáng, nhanh khô, màu xanh Cobalt rất đẹp Đóng gói cẩn thận, giao hàng nhanh",5,2024-07-17 15:00:59,5,True,10280321597,24710134,0,0,0,0,0,136,28
e38634a537572c5f540ce738996a6fc52aa407f9478a692b6f4de5673513eb90,"Chất liệu:cotton lạnh Màu sắc:xanh, đen Vải lạnh. Giao hàng nhanh. chất liệu lạnh tốt, 5 sao ủng hộ cho hàng Việt..mua sale 6/6 giá tốt",5,2022-06-12 11:46:49,2,True,10280321597,24710134,0,0,0,0,0,135,26
d78ce02a4bc277b7906e5372f9bb8629d594b4b180a99fed7dfa9620b2a50b1d,"Chất liệu:có in trên áo Màu sắc:đen và xanh mint Đúng với mô tả:đúng Áo mỏng, nhẹ mà mát lắm mọi người. Thích hợp mặc nhà hoặc đi tập thể dục. Lần trước mua thử 1 cái thấy ổn áp nên lần này mua thêm 2 cái nữa. ^^",5,2022-09-12 16:05:53,2,True,10280321597,24710134,0,0,0,0,0,212,49
15dcf8ed30342f94a8c551b102aadc99efe56229eda69c3d5d76a9424f298348,"Chất lượng sản phẩm:Ok Đúng với mô tả:Đúng Áo rất vừa vặn, mỏng mát, thấm hút tốt, chuẩn bị và giao hàng nhanh, ok nhé",5,2024-06-05 23:24:49,1,True,10280321597,24710134,0,0,0,0,0,118,25
5d2149082c099d86d2b1b3658f47993d4c6a8003e919c3c0de9e14dc8e9dafc9,"Chất lượng sản phẩm:Siêu chất lượng Đúng với mô tả:Đúng Đồ coolmate thì không phải bàn cãi rồi Chất lượng dịch vụ cũng rất tốt Chất vải mặc rất thoải mái, mát, bền",5,2024-09-13 07:41:02,1,True,10280321597,24710134,0,0,0,0,0,163,33
a19a1987ef4efdf90aa6bb9f467f7ee83b113631d3497c632b69bbd1da63340f,"Shop giao hàng nhanh. Đóng gói cẩn thận. Áo mặc mát, co giãn thoải mái. Màu sắc feedback do đt chụp ko giống ngoài thực tế.",5,2023-10-09 09:57:29,1,True,10280321597,24710134,0,0,0,0,0,123,26
0be57253a8d6d8dcbfa32ef767a52eef284f412686a4e340435e9e6db488fc7f,"Đúng với mô tả:đúng màu và size mình đặt Chất lượng sản phẩm:tốt trong tầm giá Đóng gói hàng rất đẹp, thời gian giao hàng 3 ngày từ hn vào hcm, chất áo bận vào mát mỏng nhẹ, size bận rất thoải mái vừa người",5,2024-01-07 18:59:33,2,True,10280321597,24710134,0,0,0,0,0,206,45
7bac3de23c1361d7c2be362d6a58b24acbca437c5784d58b922c7f83bc551710,"Đúng với mô tả:đúng Chất lượng sản phẩm:tốt Hàng coolmate thì khỏi chê rồi Fom chuẩn, đường may mũi chỉ chính xác, vải và màu áo tốt. 5 sao.",5,2025-03-09 21:45:17,4,True,10280321597,24710134,0,0,0,0,0,140,29
b98c98a04a51653b854eb4f590c317bfaa9e3a853e15417b427e4f7e4cdaad71,Chất lượng sản phẩm:ổn Đúng với mô tả:đúng Mua live tưởng áo chạy nhận được sản phẩm mới biết chỉ là áo thể thao thông thường. Chạy thử vẫn thấy thoáng mát Đóng gói cẩn thận giao hàng nhanh chóng 5 sao tặng shop nhé,5,2025-02-19 12:39:30,4,True,10280321597,24710134,0,0,0,0,0,215,45
94306bd89dc18ca67d550e43cbd1e245b0e913f1a1ab4e1c83e612f801c3f580,"Chất vải đầm mỏng nhẹ, Shop tư vấn chọn đúng size nên mặc lên vừa vặn đẹp. Vải đũi thoáng mát, mặc vào không bị nóng. Đóng gói cẩn thận nênsẽ ủng hộ sản phẩm tiếp theo.",5,2024-07-27 18:11:20,0,True,10280321597,24710134,0,0,0,0,0,168,37
52d15dd985f2b7e2d5dbe092e5375c10bc52a7028b8e81fe3e498ff622e5bdb0,"Đúng với mô tả:Đúng Áo đẹp ạ! Chất vải mỏng mát, kiểu dáng đơn giản, thích hợp cho các hoạt động thể thao. Đường may chắc chắn, ngay ngắn. Lần đầu mua hàng của Coolmate và thấy rất ưng ý. Nên mua nhé mn!",5,2023-03-23 00:24:44,4,True,10280321597,24710134,0,0,0,0,0,203,44
e5cb930013ef49277bd909ed0f9205dcbc09e690d5e95a228ca8f84e3057f10f,"Đúng với mô tả:100% Màu sắc:Xanh Chất liệu:Vải thể thao Coolmate đóng gói cẩn thận, tỉ mỉ, trau chuốt, giao hàng nhanh. Uy tín, chuyên nghiệp, chất lượng đảm bảo. Về áo basic, dáng áo dài vì là áo thể thao, chất áo thuộc loại ko dão, không nhăn, có thể sử dụng lâu dài, thoáng mát, nhanh khô.",5,2023-04-24 20:08:47,2,True,10280321597,24710134,0,0,0,0,0,292,59
34d48867cbf994ae712d7b8254e9ce875abb439a00cd7e5e5c5eaf3c1447ca42,"Màu sắc:đúng như hình chụp Chất liệu:ok 👍, đúng kì vọng Lần thứ 2 nhận hàng từ thương hiệu Coolmate, thực sự hài lòng về chất lượng, giá cả cũng như tốc độ giao hàng (đặt ngày 14.6 đến 15, 16.6 nhận lần lượt 2 đơn) và sẽ còn đặt mua nữa. Well done 👌",5,2023-06-16 18:42:44,4,True,10280321597,24710134,0,0,0,0,0,249,55
4d05c6881b6366e4e9aaf65c2e934302a719e35bb3b6289ba99ec733246db0aa,"Áo màu xanh cool rất đẹp. Chất vải đẹp, màu áo đơn giản mà sang. Mua bằng tk mới chỉ 116k/ 2 áo, quá hời. Bảng size chính xác",5,2024-07-26 15:48:26,2,True,10280321597,24710134,0,0,0,0,0,125,29
ace84cb83b4b141b669ad842f6a644922fd976ca042e7cdef020047f7e38b085,"Đúng với mô tả:đúng Màu sắc:đen xanh navy Chất liệu:thun Shop gói kỹ giao cũng nhanh , áo đẹp chất vải mát đường may kỹ , giá hợp lí , nên mua , ủng hộ lần sau , shipper vui vẻ",5,2023-06-26 11:02:44,4,True,10280321597,24710134,0,0,0,0,0,176,41
6bf6a0b7d466657bd63ca3a658cfd0e787e56e50c2f2a96820f53ea39860595b,"Chất liệu:coolmate recycle Màu sắc:xanh bóng đêm Đúng với mô tả:đúng với mô tả Hàng được đóng gói cẩn thận, giao khá nhanh, đúng màu sắc và số lượng, chất lượng hàng đẹp",5,2022-09-04 14:23:36,1,True,10280321597,24710134,0,0,0,0,0,169,33
58167945f7191a9058d59e15d82f3380653b02ccf22eb960575e1d13d6714556,"Mua áo coolmate hơn chục cái rồi , rất tuyệt vời , áo thấm hút mồ hôi tối , nhanh khô , dặc biệt là áo ít bị ám mùi mồ hôi",5,2022-10-28 13:06:57,2,True,10280321597,24710134,0,0,0,0,0,122,32
